title,price,area,location,property_type,publisher,details,main_image,carousel_images
Oficina en arriendo,"$ 887,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 3 Baños30 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/3cc40c4f-397d-465d-8237-1b49a3601fb2/photos/3cc40c4f-397d-465d-8237-1b49a3601fb2_2_False_96ea62b0-c5a1-4afc-a7fb-2438e19fe266.jpg,[]
Local en arriendo,"$ 55,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Colliers International Colombia,1 Ambiente 380 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/1f16e6eb-7030-4496-989b-0c132cf8183b/photos/1f16e6eb-7030-4496-989b-0c132cf8183b_1_True_690cdd4d-5283-417f-b648-2a8e3f42228f.jpg,[]
Oficina en arriendo,"$ 5,400,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,BRIKSS SAS,1 Ambiente 2 Baños151 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/ace7ebd8-534c-480a-bc6a-bc3800e85117/photos/ace7ebd8-534c-480a-bc6a-bc3800e85117_1_True_f4fbae07-d565-49af-868a-fb1988d419a6.jpg,[]
Oficina en  Arriendo,"$ 200,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,8 Baños4340 m²,https://cdn2.infocasas.com.uy/repo/img/66e89efa71def_infocdn__898d22ec-98bb-4026-a4b7-cf1299c7c604,[]
Consultorio en arriendo,"$ 1,404,600",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliaria Profesional,1 Ambiente 1 Baño20.35 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/9f60e77d-435e-4698-bacc-7f0c28a2d7de/photos/9f60e77d-435e-4698-bacc-7f0c28a2d7de_1_True_495ef2d9-de1e-4d2d-a3d6-08bfd151b7fb.jpg,[]
Bodega en  Arriendo,"$ 8,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,De La Hoz Inmobiliaria,3 Baños424 m²,https://cdn2.infocasas.com.uy/repo/img/66f19c897d9a7_infocdn__gr7981520240319105500jpg.jpg,[]
Oficina en  Arriendo,"$ 2,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INMOBILIARIA PREMIUM,1 Baño45 m²,https://cdn2.infocasas.com.uy/repo/img/66dbc3e025285_infocdn__dffa1cc0-3487-47aa-bbfa-c0b52c9c9845,[]
Oficina en  Arriendo,"$ 24,525,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,327 m²,https://cdn2.infocasas.com.uy/repo/img/66e44ee585d34_infocdn__b97ca6f5-094f-49a9-baed-5e8bc0795624,[]
Oficina en arriendo,"$ 2,681,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 3 Baños15 m²,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2022/12/7/3742875_180_10.jpg,[]
Oficina en arriendo,"$ 2,340,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Area M2,1 Ambiente 1 Baño49 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/eb6022f7-c4ca-4bdf-98ff-2745c9817f08/photos/eb6022f7-c4ca-4bdf-98ff-2745c9817f08_0_True_2030538e-4ac4-4742-98f4-742ef5815ec3.jpg,[]
Oficina en  Arriendo,"$ 78,795,800",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,8 Baños1050 m²,https://cdn2.infocasas.com.uy/repo/img/66e89fcb55f3a_infocdn__5d616124-a7a5-40f1-bbff-663817299aca,[]
Local en  Arriendo,"$ 2,850,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,BEMSA,30 m²,https://cdn2.infocasas.com.uy/repo/img/66ec31d604915_infocdn__3532a756-c3dc-43cf-9b23-806e33f117a7,[]
Local en  Arriendo,"$ 2,850,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,BRIKSS SAS,1 Ambiente 1 Baño40 m²,https://cdn2.infocasas.com.uy/repo/img/66e301f8e410e_infocdn__6942-1-1726153089jpg.jpg,[]
Local en  Arriendo,"$ 11,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,185 m²,https://cdn2.infocasas.com.uy/repo/img/67092d6fb904d_infocdn__f957f895-9cab-4520-879b-e047865c57ed,[]
Local en  Arriendo,"$ 6,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,2 Baños70 m²,https://cdn2.infocasas.com.uy/repo/img/66f57193ae41b_infocdn__16493fe5-988d-44ff-be72-401ca4f61d36,[]
Local en  Arriendo,"$ 19,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,6 Baños300 m²,https://cdn2.infocasas.com.uy/repo/img/66f2c768c66fc_infocdn__e367d03e-4a3b-4e1c-946d-8bd55ca20b89,[]
Oficina en  Arriendo,"$ 48,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inveraiz,10 Baños580 m²,https://cdn2.infocasas.com.uy/repo/img/66f484ec7fa08_infocdn__gr-arriendo-oficina-amoblada-con-1675181397-4797-8617jpg.jpg,[]
Oficina en arriendo,"$ 2,200,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliaria Profesional,1 Ambiente 1 Baño35 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/7dcaaff6-e09e-45e1-8355-e5fb4c1e8dba/photos/7dcaaff6-e09e-45e1-8355-e5fb4c1e8dba_1_True_f2b1f8c6-5897-4f59-855d-67feb7b3870c.jpg,[]
Oficina en arriendo,"$ 1,472,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 20 m²,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2023/3/19/3665768_465_13.jpg,[]
Local en arriendo,"$ 13,020,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Nec Otium,1 Ambiente 1 Baño216 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/79c62c17-a657-4ecd-89b0-0321bb822d24/photos/79c62c17-a657-4ecd-89b0-0321bb822d24_1_True_5f680880-bd74-493f-97d4-fee753c4b9e8.jpeg,[]
Bodega en  Arriendo,"$ 10,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INMOBILIARIA PREMIUM,2 Baños300 m²,https://cdn2.infocasas.com.uy/repo/img/6703fa018e297_infocdn__fd972163-c048-4036-a263-42d29de98ac3,[]
Bodega en arriendo,"$ 16,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Nec Otium,1 Habs. 2 Baños500 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/923fd95d-1959-4e7b-b3b1-910d67a8cfcd/photos/923fd95d-1959-4e7b-b3b1-910d67a8cfcd_1_True_78f00377-678c-49cf-8c3a-8ee432913319.jpeg,[]
Bodega en arriendo,"$ 22,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,ANGELA MORENO,1 Habs. 2 Baños480 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/ab7a751e-5ce7-414d-b3e2-ce5d98f6bc9d/photos/ab7a751e-5ce7-414d-b3e2-ce5d98f6bc9d_1_True_4eeed9c6-4910-47c4-bcab-511ebcb7541a.jpeg#HASTH,[]
Oficina en  Arriendo,"$ 3,900,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,2 Baños132 m²,https://cdn2.infocasas.com.uy/repo/img/66d1ec0a27983_infocdn__3a63d36c-0052-4f48-98f5-66bb0de9520e,[]
Oficina en  Arriendo,"$ 2,450,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,1 Baño43 m²,https://cdn2.infocasas.com.uy/repo/img/66ec3a4ccde92_infocdn__511189c1-41b3-4602-9403-84f64d571e5f,[]
Bodega en  Arriendo,"$ 14,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,MARGARITA FERNANDEZ INMOBILIARIA SAS,6 Baños535 m²,https://cdn2.infocasas.com.uy/repo/img/670437fa9085d_infocdn__cyxlf1ktjeslvaeb4gbwtr8aubnnyizo1dyv7f3bjpg.jpg,[]
Local en  Arriendo,"$ 6,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,MEGAGESTIÓN,4 Baños182.33 m²,https://cdn2.infocasas.com.uy/repo/img/66a0054946cb8_infocdn__x1k75wvbhm3nv2q5gzzpqfslhvaoxr8y7wyuahh8jpg,[]
Bodega en  Arriendo,"$ 108,377,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,BIENES CORPORATIVOS AC SAS,9 Baños4515 m²,https://cdn2.infocasas.com.uy/repo/img/66da09a8e0049_infocdn__gr498852020240905113659jpg.jpg,[]
Oficina en arriendo,"$ 25,300,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Redinmuebles,402 m²,https://cdn2.infocasas.com.uy/repo/img/66c9060432b8c_infocdn__2ad5555d-f3cd-442d-bfcf-4bb4ac925362jpg,[]
Local en  Arriendo,"$ 3,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,9 m²,https://cdn2.infocasas.com.uy/repo/img/67092e5d7d647_infocdn__3c7f6029-0355-4e71-aeda-18b4a86f273f,[]
"Oficina en arriendo, Bogotá","$ 2,665,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Alianza Inmobiliaria D.C,1 Ambiente 2 Baños82 m²,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2022/11/25/80630714.jpg,[]
Bodega en arriendo,"$ 3,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,L&V Inmobiliaria,1 Habs. 1 Baño120 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/3713cfc7-57a9-40c6-b6e9-8f950f06815e/photos/3713cfc7-57a9-40c6-b6e9-8f950f06815e_1_True_4546bb4d-a7fd-4fde-b6ef-8e0c4878b715.jpg,[]
Bodega en  Arriendo,"$ 5,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INMOBILIARIA PREMIUM,2 Baños200 m²,https://cdn2.infocasas.com.uy/repo/img/66dbc29944338_infocdn__02f2d538-22c1-4f0b-8f0c-a75231ba760b,[]
Oficina en arriendo,"$ 5,800,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,MEGAGESTIÓN,1 Ambiente 2 Baños88 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/dd934f45-4621-4963-928e-a7aead9a7161/photos/dd934f45-4621-4963-928e-a7aead9a7161_1_True_af272b78-f8b2-4f3c-a29b-d0a716c77840.jpg,[]
Oficina en  Arriendo,"$ 2,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,1 Baño35 m²,https://cdn2.infocasas.com.uy/repo/img/66f31b80276ce_infocdn__f5c9eb44-06b0-4eec-a2fe-87f988ce95c3,[]
Bodega en  Arriendo,"$ 10,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,"SIN FRONTERA, GRUPO INMOBILIARIO S.A.S",3 Baños450 m²,https://cdn2.infocasas.com.uy/repo/img/66c4e6f4d616f_infocdn__jj6xmlrakbljqdnowbsvxc4ar3v3dbyuab2t0504jpg,[]
Oficina en arriendo,"$ 1,850,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,PADS,1 Ambiente 39 m²,https://cdn2.infocasas.com.uy/repo/img/66f2ad8c1994f_infocdn__eyjidwnrzxqioijwywrzlwltywdlcyisimtlesi6ijuwodnhmzrjltawndatnddlyi04odizlwfkmju3ntkwowq2yi5wbmcilcjlzgl0cyi6eyjyzxnpemuionsid2lkdggiojeyotasimzpdci6imluc2lkzsj9lcj0b0zvcm1hdci6impwzwcifx0=.jpeg,[]
Oficina en arriendo,"$ 4,409,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 3 Baños70 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/ceac2891-07e0-491d-b3f1-18ed41acedc2/photos/ceac2891-07e0-491d-b3f1-18ed41acedc2_6_False_d16cc022-dab4-484d-9295-444293dac5fa.png,[]
Local en  Arriendo,"$ 10,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,3 Baños500 m²,https://cdn2.infocasas.com.uy/repo/img/66e456b553f54_infocdn__0ecb7404-d724-4c48-9fb4-32062188689b,[]
Bodega en  Arriendo,"$ 27,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,2 Baños1460 m²,https://cdn2.infocasas.com.uy/repo/img/67083840195fa_infocdn__ea418757-146b-40e4-94e4-798dfaaee1c1,[]
Local en  Arriendo,"$ 14,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,2 Baños234 m²,https://cdn2.infocasas.com.uy/repo/img/66e89efe8b13f_infocdn__c5b08f01-5fd5-4123-8cd9-68bd58977f71,[]
Oficina en arriendo,"$ 800,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,PADS,18 m²,https://cdn2.infocasas.com.uy/repo/img/66f186617b874_infocdn__eyjidwnrzxqioijwywrzlwltywdlcyisimtlesi6iji1njdkowi5lwu2njetndmxoc1hnjdjlwvjzddlzjfkmjvjos5qcgcilcjlzgl0cyi6eyjyzxnpemuionsid2lkdggiojeyotasimzpdci6imluc2lkzsj9lcj0b0zvcm1hdci6impwzwcifx0=.jpeg,[]
Consultorio en  Arriendo,"$ 1,400,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,17 m²,https://cdn2.infocasas.com.uy/repo/img/66eadc14007df_infocdn__54939a0c-7db8-40ca-9a4a-1ff0205e419f,[]
Local en  Arriendo,"$ 15,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,414 m²,https://cdn2.infocasas.com.uy/repo/img/66eadbe192a7a_infocdn__179492d0-35f5-4a2d-aef8-dca5322aa8f5,[]
Oficina en  Arriendo,"$ 6,800,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,2 Baños310 m²,https://cdn2.infocasas.com.uy/repo/img/66ec344263342_infocdn__c722f3af-5a17-4175-bb89-54a0958bcf67,[]
Oficina en  Arriendo,"$ 5,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,MEGAGESTIÓN,70 m²,https://cdn2.infocasas.com.uy/repo/img/668422579669c_infocdn__mmdrclnbsccjkvaz7k9fwrpnhhhjelmmy5ngba7yjpg,[]
Oficina en arriendo,"$ 1,397,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 10 m²,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2023/3/19/3665751_379_10.jpg,[]
Oficina en  Arriendo,"$ 7,700,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,8 Baños280 m²,https://cdn2.infocasas.com.uy/repo/img/66e993e4b66f3_infocdn__4e503ecf-7252-47d6-8fdc-c74c8800d660,[]
Local en  Arriendo,"$ 45,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,2 Baños1285 m²,https://cdn2.infocasas.com.uy/repo/img/66e89c8a3fb92_infocdn__33abbd7b-12c9-4163-b624-9555beb49961,[]
Oficina en arriendo,"$ 522,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 3 Baños20 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/50764c9b-729c-489b-b72b-b18c017c7d1c/photos/50764c9b-729c-489b-b72b-b18c017c7d1c_2_False_ede6f8ec-4b4c-4179-a26e-a252480c6c8b.jpg,[]
Oficina en  Arriendo,"$ 5,118,500",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,1 Baño88 m²,https://cdn2.infocasas.com.uy/repo/img/66f416e6ab39d_infocdn__a2f384a8-45cf-481f-a0f5-860d4705bf86,[]
Local en  Arriendo,"$ 41,100,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,MEGAGESTIÓN,1 Ambiente 411 m²,https://cdn2.infocasas.com.uy/repo/img/66f3179d29f08_infocdn__3cs0f4f4a9nuim8xm6qzczlf8f26eefgtssynqp1jpg.jpg,[]
Oficina en arriendo,"$ 2,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,PADS,26.44 m²,https://cdn2.infocasas.com.uy/repo/img/66f2ad8c9ee1a_infocdn__eyjidwnrzxqioijwywrzlwltywdlcyisimtlesi6imzhzjiznjg3ltezodmtndi5zi1iotk5lwq1ytrhnwu0n2ewnc5qcgcilcjlzgl0cyi6eyjyzxnpemuionsid2lkdggiojeyotasimzpdci6imluc2lkzsj9lcj0b0zvcm1hdci6impwzwcifx0=.jpeg,[]
Local en  Arriendo,"$ 60,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,5 Baños832 m²,https://cdn2.infocasas.com.uy/repo/img/66f2c74787e63_infocdn__1dc69040-4a4b-469b-8a96-6a4172f07c4a,[]
Oficina en arriendo,"$ 2,300,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,BRIKSS SAS,1 Ambiente 62 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/7ddbc93e-3da7-41e3-a48f-2cd4417c1621/photos/7ddbc93e-3da7-41e3-a48f-2cd4417c1621_1_True_644ea5e1-c42e-4c9f-8cd3-b1507c8890a6.jpg,[]
Oficina en arriendo,"$ 26,149,500",No disponible,"Bogotá, Bogotá, d.c.",No disponible,PADS,402.3 m²,https://cdn2.infocasas.com.uy/repo/img/66f188bb6859b_infocdn__eyjidwnrzxqioijwywrzlwltywdlcyisimtlesi6imiwmmziyze0ltnkmzgtnguxyy1hyty0lwexzwq5y2y3odhkzs5qcgvniiwizwrpdhmionsicmvzaxplijp7indpzhroijoxmjkwlcjmaxqioijpbnnpzguifswidg9gb3jtyxqioijqcgvnin19.jpeg,[]
Local en  Arriendo,"$ 3,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,1 Baño30 m²,https://cdn2.infocasas.com.uy/repo/img/66e89880dd7de_infocdn__c5bcb192-0b59-45da-830f-27accc628e97,[]
Oficina en arriendo,"$ 3,504,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliaria Profesional,1 Ambiente 2 Baños48 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/6e5b4e50-db18-4aa8-aa45-4799ac1be36d/photos/6e5b4e50-db18-4aa8-aa45-4799ac1be36d_1_True_0d767a43-337f-4100-a182-633cd16b6c8c.jpg,[]
Oficina en  Arriendo,"$ 12,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,2 Baños249 m²,https://cdn2.infocasas.com.uy/repo/img/670412497cd0b_infocdn__b20171cc-df24-4483-8c23-a09167865401,[]
"Local en arriendo, Bogotá","$ 18,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Alianza Inmobiliaria D.C,1 Ambiente 5 Baños360 m²,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2023/3/23/84457818.jpg,[]
"Oficina en arriendo, Bogotá - Chapinero Central","$ 1,200,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliaria Profesional,1 Ambiente 1 Baño39 m²,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2022/4/28/72070531.jpg,[]
Local en  Arriendo,"$ 42,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,BRIKSS SAS,350 m²,https://cdn2.infocasas.com.uy/repo/img/66e89c099b32b_infocdn__1371-0-118173346jpg.jpg,[]
Oficina en arriendo,"$ 18,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,PADS,7 Baños442 m²,https://cdn2.infocasas.com.uy/repo/img/66f2ad89c7d8f_infocdn__eyjidwnrzxqioijwywrzlwltywdlcyisimtlesi6ijkzymy1mjllltjmntatngi1nc05zwqwltriyzc5mzm0ogm0zc5qcgcilcjlzgl0cyi6eyjyzxnpemuionsid2lkdggiojeyotasimzpdci6imluc2lkzsj9lcj0b0zvcm1hdci6impwzwcifx0=.jpeg,[]
Local en  Arriendo,"$ 4,800,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,2 Baños135 m²,https://cdn2.infocasas.com.uy/repo/img/66f1de076ef03_infocdn__91d7c345-2412-4854-aca6-35b4d3c404e2,[]
Oficina en  Arriendo,"$ 13,750,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,PADS,250 m²,https://cdn2.infocasas.com.uy/repo/img/66f188313c430_infocdn__eyjidwnrzxqioijwywrzlwltywdlcyisimtlesi6ijbiywi2nji1lwi3otetndgxmi1hnjlllwmznzq0yjriyzflni5qcgcilcjlzgl0cyi6eyjyzxnpemuionsid2lkdggiojeyotasimzpdci6imluc2lkzsj9lcj0b0zvcm1hdci6impwzwcifx0=.jpeg,[]
Bodega en  Arriendo,"$ 25,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INMOBILIARIA PREMIUM,560 m²,https://cdn2.infocasas.com.uy/repo/img/66dbc31fbb744_infocdn__38412024-6357-4fca-a17d-550843862056,[]
Oficina en  Arriendo,"$ 413,067,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,1 Baño4693 m²,https://cdn2.infocasas.com.uy/repo/img/66e89f674b9ed_infocdn__74b0ac53-3ed3-4406-85c4-5acb6c1f7dcb,[]
Oficina en  Arriendo,"$ 64,260,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,3 Baños1071 m²,https://cdn2.infocasas.com.uy/repo/img/66f18e7534383_infocdn__26fc43cc-4745-4dc2-9a7c-16d23cf94eb4,[]
Local en  Arriendo,"$ 1,800,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,1 Baño80 m²,https://cdn2.infocasas.com.uy/repo/img/66f2c72a2db58_infocdn__6dccbfda-bb67-4580-b1ba-8eff5b6be641,[]
Oficina en  Arriendo,"$ 2,300,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,1 Baño57 m²,https://cdn2.infocasas.com.uy/repo/img/66f1de580c54f_infocdn__b5f51f15-1937-4ada-90e0-324d20ea322a,[]
Bodega en  Arriendo,"$ 9,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,1 Baño250 m²,https://cdn2.infocasas.com.uy/repo/img/66fafd981ab57_infocdn__04a7db28-f56c-4e16-876d-5ac2474e4b54,[]
Oficina en arriendo,"$ 4,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,LATORRE FINCA RAIZ,1 Ambiente 1 Baño50 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/bd1c0eb1-0ae2-45e6-b1d8-2fe5243145b9/photos/bd1c0eb1-0ae2-45e6-b1d8-2fe5243145b9_1_True_d7f61f72-ee36-44a1-90b1-5dd00401d476.jpg,[]
Local en  Arriendo,"$ 5,100,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,1 Baño57 m²,https://cdn2.infocasas.com.uy/repo/img/66e8a49c45eb3_infocdn__9b5a461a-d1ee-4eaf-84bf-1e5d9a372681,[]
Local en arriendo,"$ 50,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Area M2,1 Ambiente 6 Baños497 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/a5e1a006-017a-4936-a739-fac07db62aee/photos/a5e1a006-017a-4936-a739-fac07db62aee_0_True_703e2c88-c9cc-40c6-98b5-f89a015d21ce.jpeg,[]
Oficina en arriendo,"$ 33,465,600",No disponible,"Bogotá, Bogotá, d.c.",No disponible,MARGARITA FERNANDEZ INMOBILIARIA SAS,1 Ambiente 1 Baño478 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/3cde7229-bf77-4559-9fab-033a423097ec/photos/3cde7229-bf77-4559-9fab-033a423097ec_1_True_d5444078-89ae-4f2d-abfe-25714119268c.png,[]
Bodega en  Arriendo,"$ 38,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Casa 360,10 Baños495 m²,https://cdn2.infocasas.com.uy/repo/img/67040ee6152cb_infocdn__gr19681120240418112621jpg.jpg,[]
Oficina en  Arriendo,"$ 7,800,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,3 Baños220 m²,https://cdn2.infocasas.com.uy/repo/img/670836368136a_infocdn__8cf2f612-8c4f-4b54-9b7c-f13b398e9013,[]
Oficina en arriendo,"$ 319,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 2 Baños5 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/045948ee-329b-44c7-b21f-1a4e11b98a31/photos/045948ee-329b-44c7-b21f-1a4e11b98a31_2_False_ec90a32d-3bc4-43cf-98d1-0676c63923f6.jpg,[]
Local en  Arriendo,"$ 8,990,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,2 Baños232 m²,https://cdn2.infocasas.com.uy/repo/img/66f1766ad21f6_infocdn__cff9f570-9e61-42e1-8c39-ea13b4286336,[]
Local en  Arriendo,"$ 1,300,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Redinmuebles,1 Ambiente 15 m²,https://cdn2.infocasas.com.uy/repo/img/66f3a24ba35f8_infocdn__131img-5469jpg.jpg,[]
Oficina en arriendo,"$ 1,850,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,BRIKSS SAS,1 Ambiente 1 Baño38 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/945fec55-9881-4eb6-aa8b-64e3d068ecf4/photos/945fec55-9881-4eb6-aa8b-64e3d068ecf4_1_True_18452d1c-e431-4e26-83f3-1f2c7c4d04ae.jpg,[]
