title,price,area,location,property_type,publisher,details,main_image,carousel_images
Oficina en  Arriendo,"$ 2,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Vicus Tienda Inmobiliaria,2 Ambientes 1 Baño50 m²,https://cdn2.infocasas.com.uy/repo/img/66f2fa9b232c1_infocdn__gr-oficina-en-arriendo-cerca-co-1699549362-0408-8275jpg.jpg,[]
Oficina en  Arriendo,"$ 2,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,MEGAGESTIÓN,1 Baño60 m²,https://cdn2.infocasas.com.uy/repo/img/66ad17bfaeb21_infocdn__qnrxzcqnpxhprbkhbr9koi5q8auwx3d1bp5fboafjpg,[]
Oficina en arriendo,"$ 10,227,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 1 Baño100 m²,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2022/9/15/3888645_930_2.jpg,[]
Oficina en  Arriendo,"$ 18,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,2 Baños466 m²,https://cdn2.infocasas.com.uy/repo/img/66e33e2515dde_infocdn__da685486-70bc-406e-8b67-c2b6f64afa48,[]
Consultorio en arriendo,"$ 2,455,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Alianza Inmobiliaria D.C,1 Baño42 m²,https://cdn2.infocasas.com.uy/repo/img/66eda2c58b639_infocdn__be957bfe-1b87-4e17-a904-993d75ffc666,[]
Oficina en  Arriendo,"$ 38,418,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,1 Baño1010 m²,https://cdn2.infocasas.com.uy/repo/img/66fef87c7b6e7_infocdn__11fe84c8-4972-4429-bff9-23e9e9fd3aaf,[]
Bodega en  Arriendo,"$ 22,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,900 m²,https://cdn2.infocasas.com.uy/repo/img/66eadb1f38de3_infocdn__ce2123a9-994a-4130-9e4c-d029111ca1f1,[]
Oficina en arriendo,"$ 8,900,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,BRIKSS SAS,1 Ambiente 1 Baño119 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/b297f9ae-9e66-4b02-99f2-b2aa1b5c4d11/photos/b297f9ae-9e66-4b02-99f2-b2aa1b5c4d11_1_True_201983a3-1655-4988-b9e3-b5fbcd9d4e33.jpg,[]
Oficina en arriendo,"$ 49,270,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,SRG Smart Realty Group SAS,1 Ambiente 2 Baños758 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/014ffc5b-f7dd-4d68-9475-28dfd8f7c8ba/photos/014ffc5b-f7dd-4d68-9475-28dfd8f7c8ba_1_True_4f445168-3256-43d6-ab3a-035302f797a5.jpg,[]
Local en  Arriendo,"$ 2,845,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,28 m²,https://cdn2.infocasas.com.uy/repo/img/66e35b21a5664_infocdn__8fd59d03-b449-4056-9c55-ca62a21d02ea,[]
Oficina en arriendo,"$ 18,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,PADS,2 Baños400 m²,https://cdn2.infocasas.com.uy/repo/img/66f187885acbe_infocdn__eyjidwnrzxqioijwywrzlwltywdlcyisimtlesi6ijrimmmwnda1lwiwm2qtndjkyy05yzc3lwy1yja5owmznzq0zs5qcgcilcjlzgl0cyi6eyjyzxnpemuionsid2lkdggiojeyotasimzpdci6imluc2lkzsj9lcj0b0zvcm1hdci6impwzwcifx0=.jpeg,[]
Oficina en arriendo,"$ 1,100,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,PADS,1 Baño14.87 m²,https://cdn2.infocasas.com.uy/repo/img/66f187bd77573_infocdn__eyjidwnrzxqioijwywrzlwltywdlcyisimtlesi6ijcxyjk0zdgzltnjnwetngqzns1imzuyltbmmgy3mtfkzgm2mc5qcgvniiwizwrpdhmionsicmvzaxplijp7indpzhroijoxmjkwlcjmaxqioijpbnnpzguifswidg9gb3jtyxqioijqcgvnin19.jpeg,[]
Local en  Arriendo,"$ 5,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,2 Baños102 m²,https://cdn2.infocasas.com.uy/repo/img/66fd5dfbee576_infocdn__4b461d1c-fe83-4fa4-a72a-e230b0b74af2,[]
Local en  Arriendo,"$ 12,675,600",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,105 m²,https://cdn2.infocasas.com.uy/repo/img/66e8a02a8b148_infocdn__a4984f95-b9f6-4ad4-991a-1ee40e13f91d,[]
Bodega en  Arriendo,"$ 162,514,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INMOBILIARIA PREMIUM,7 Baños6771 m²,https://cdn2.infocasas.com.uy/repo/img/66dbc19aee6e8_infocdn__468f0499-a490-4e79-8c42-b7589b9f8075,[]
Local en arriendo,"$ 400,000",No disponible,"Universidad, Bucaramanga, Santander",No disponible,Gestion Urbana SA,1 Ambiente 1 Baño15 m²,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2022/10/4/3920732_69_3.jpg,[]
Bodega en  Arriendo,"$ 6,500,000",No disponible,"La perseverancia, Bogotá, Bogotá, d.c.",No disponible,NUESTRA CASA IN,3 Baños370 m²,https://cdn2.infocasas.com.uy/repo/img/66759339224c5_infocdn__bafcalqxvpem6iwxwy3wgfbqnszk7et20zglznl6jpg,[]
Local en  Arriendo,"$ 11,800,000",No disponible,"La ceja, Antioquia",No disponible,BEMSA,2 Baños460 m²,https://cdn2.infocasas.com.uy/repo/img/66ec2aac48ce2_infocdn__28ceb08b-4e86-45f7-b611-8a983a43c386,[]
Local en arriendo,"$ 6,800,000",No disponible,"Chapinero, Bogotá, Bogotá, d.c.",No disponible,INTERNATIONAL BROKERS COLOMBIA SAS,1 Ambiente 1 Baño132 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/7b8aa63b-0ce9-4c8e-8f21-638042ea6621/photos/7b8aa63b-0ce9-4c8e-8f21-638042ea6621_1_True_7a688927-c68f-4d16-8337-1e925d908dd1.jpg,[]
Oficina en arriendo,"$ 2,576,670",No disponible,"Guayaquil, Medellín, Antioquia",No disponible,Regus Colombia Ltda,1 Ambiente 3 Baños70 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/0f39b0f9-4fdf-47a8-a1dd-b34c96c7bbfd/photos/0f39b0f9-4fdf-47a8-a1dd-b34c96c7bbfd_2_False_458eb3cc-fb7f-4057-b667-2d7f3f5750ef.jpg,[]
Oficina en  Arriendo,"$ 1,150,000",No disponible,"Laureles, Medellín, Antioquia",No disponible,BEMSA,12 m²,https://cdn2.infocasas.com.uy/repo/img/66ec2fc1075a9_infocdn__4ae66e57-4e2a-48f5-80e8-e2840d4f67ee,[]
Local en  Arriendo,"$ 2,000,000",No disponible,"Niquia, Bello, Antioquia",No disponible,BEMSA,8 m²,https://cdn2.infocasas.com.uy/repo/img/66ec2ec5c1899_infocdn__4e0504d5-bb06-481a-af21-fb7489e36806,[]
Local en  Arriendo,"$ 4,000,000",No disponible,"Niquia, Bello, Antioquia",No disponible,ROYAL PROPIEDAD RAIZ,9 m²,https://cdn2.infocasas.com.uy/repo/img/66f1b74b6fbf0_infocdn__3e9aa39c-e1ff-4748-9e5b-3a61db04823b,[]
Local en arriendo,"$ 2,300,000",No disponible,"El ingenio, Cali, Valle del cauca",No disponible,NARANJO CHICUE INMOBILIARIA Y CONSTRUCTORA SAS,1 Ambiente 1 Baño70 m²,https://cdn2.infocasas.com.uy/repo/img/66e07d7726c37_infocdn__gr409411420240618120304jpeg.jpeg,[]
Oficina en  Arriendo,"$ 878,000",No disponible,"La playa, Cúcuta, Norte de santander",No disponible,Provase Ltda,1 Baño22 m²,https://cdn2.infocasas.com.uy/repo/img/670535a8e0f3c_infocdn__2c96bc39-2d07-42e3-b642-44e8cbef59e4,[]
Bodega en arriendo,"$ 26,000,000",No disponible,"Mosquera, Cundinamarca",No disponible,BIENES CORPORATIVOS AC SAS,4 Baños1550 m²,https://cdn2.infocasas.com.uy/repo/img/66fddb3699959_infocdn__gr49885220200505095459jpg.jpg,[]
Consultorio en arriendo,"$ 1,200,000",No disponible,"Centro oriental, Cúcuta, Norte de santander",No disponible,RENTABIEN,1 Ambiente 1 Baño30 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/df9894c7-e453-4e77-b47f-1b9b448130c8/photos/df9894c7-e453-4e77-b47f-1b9b448130c8_1_True_a0fca96a-e0d7-4932-8597-672c4d361f4c.jpeg,[]
Oficina en arriendo,"$ 1,300,000",No disponible,"El carmen de viboral, El carmen de viboral, Antioquia",No disponible,Orientamos S.A.S.,1 Ambiente 19 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/998e54f5-3560-4786-a660-6eb8c3e767a5/photos/998e54f5-3560-4786-a660-6eb8c3e767a5_1_True_2938a7fd-5fb8-4136-a7a1-754e8364df62.jpeg,[]
Bodega en  Arriendo,"$ 23,370,000",No disponible,"Guayabito, Rionegro, Antioquia",No disponible,Umbral propiedad raíz,5 Baños779 m²,https://cdn2.infocasas.com.uy/repo/img/66dba7fbb8fab_infocdn__1be695cd-4683-4c7d-bd5c-a2b1a1e33242,[]
Oficina en  Arriendo,"$ 138,960,000",No disponible,"Shellmar, Medellín, Antioquia",No disponible,Umbral propiedad raíz,8 Baños1544 m²,https://cdn2.infocasas.com.uy/repo/img/66db9add9cd67_infocdn__72a74249-d19f-4fed-b753-da8d7bea684f,[]
Local en arriendo,"$ 1,000,000",No disponible,"San luis, Cúcuta, Norte de santander",No disponible,Inmobiliaria Tonchala S.A.S,1 Ambiente 1 Baño60 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/5fbd197a-0c42-44a3-875b-348b61875855/photos/5fbd197a-0c42-44a3-875b-348b61875855_1_True_7eca6ddb-9e0a-47e7-bf82-f095f794c5e6.jpg,[]
Local en arriendo,"$ 4,500,000",No disponible,"Libertadores, Cúcuta, Norte de santander",No disponible,Inmobiliaria Tonchala S.A.S,1 Ambiente 1 Baño111 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/4a49addc-8337-4046-a825-51b8d8b36746/photos/4a49addc-8337-4046-a825-51b8d8b36746_1_True_0cf9e191-a07a-4922-9ce3-8de0a94ae938.jpg,[]
Oficina en  Arriendo,"$ 7,000,000",No disponible,"Chico norte, Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,1 Baño153 m²,https://cdn2.infocasas.com.uy/repo/img/66f411c213d28_infocdn__6ede0621-865d-4fa7-8b57-3c75d56ef257,[]
Local en  Arriendo,"$ 1,400,000",No disponible,"Laureles, Medellín, Antioquia",No disponible,INMOBILIARIA GOMEZ & CIA PROPIEDAD RAIZ S.A.S,3 Ambientes 1 Baño35 m²,https://cdn2.infocasas.com.uy/repo/img/67088f703df80_infocdn__cecdj8ahq8vilpcoofxr45jcbr00q0lisitais7qjpg.jpg,[]
Oficina en arriendo,"$ 887,000",No disponible,"Chico norte, Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 3 Baños30 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/3cc40c4f-397d-465d-8237-1b49a3601fb2/photos/3cc40c4f-397d-465d-8237-1b49a3601fb2_2_False_96ea62b0-c5a1-4afc-a7fb-2438e19fe266.jpg,[]
Bodega en  Arriendo,"$ 23,902,100",No disponible,"Actividad multiple, Copacabana, Antioquia",No disponible,ROYAL PROPIEDAD RAIZ,3 Baños1046 m²,https://cdn2.infocasas.com.uy/repo/img/66f1b61791b76_infocdn__0aae9ded-3be7-4b1b-82cb-ee99b59d54b2,[]
Local en  Arriendo,"$ 6,700,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,2 Baños85 m²,https://cdn2.infocasas.com.uy/repo/img/67040b77bef6f_infocdn__f7430340-da94-4726-b9b8-dc51e11f268a,[]
Bodega en  Arriendo,"$ 40,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INMOBILIARIA PREMIUM,7 Baños1361 m²,https://cdn2.infocasas.com.uy/repo/img/66dbc567f025a_infocdn__597fd702-bbd1-4d10-9965-1af2bb75ecf2,[]
Oficina en arriendo,"$ 4,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Redinmuebles,2 Baños100 m²,https://cdn2.infocasas.com.uy/repo/img/66c907d9d05b5_infocdn__17abb58a-3291-494e-ac24-04ce67831a00jpeg,[]
Oficina en  Arriendo,"$ 3,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INMOBILIARIA PREMIUM,1 Baño42 m²,https://cdn2.infocasas.com.uy/repo/img/66dbc4e9df606_infocdn__fe420230-13ad-42d7-9edd-937ec18bd245,[]
Local en  Arriendo,"$ 4,100,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,40 m²,https://cdn2.infocasas.com.uy/repo/img/66e319ab32355_infocdn__d98bd694-215c-4083-8de3-b14f8cc21625,[]
Bodega en  Arriendo,"$ 16,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,2 Baños1124 m²,https://cdn2.infocasas.com.uy/repo/img/66d60e2e67621_infocdn__81750d1e-eb51-4e1c-9b97-a4dcfec37d9a,[]
Oficina en arriendo,"$ 522,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 2 Baños10 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/170341e6-6067-40e8-81ac-7624d3945a07/photos/170341e6-6067-40e8-81ac-7624d3945a07_2_False_8916221d-dbfc-4a4e-bf45-e1dd56b92543.jpg,[]
Oficina en  Arriendo,"$ 1,750,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,CARDOSO ASOCIADOS SAS,1 Baño30 m²,https://cdn2.infocasas.com.uy/repo/img/670951fadf9a9_infocdn__gr165533820240213105747jpeg.jpeg,[]
Oficina en arriendo,"$ 11,072,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Redinmuebles,158 m²,https://cdn2.infocasas.com.uy/repo/img/66c90867486fd_infocdn__e82ca958-1f89-4376-b3f8-fb5bacfac2f0jpg,[]
Oficina en arriendo,"$ 3,200,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,PADS,2 Ambientes 2 Baños90 m²,https://cdn2.infocasas.com.uy/repo/img/66f18e1295452_infocdn__eyjidwnrzxqioijwywrzlwltywdlcyisimtlesi6ije2m2y0n2vhlwrhmtctnda0nc1hmdhmlwzjytewnzc5otrlzc5qcgvniiwizwrpdhmionsicmvzaxplijp7indpzhroijoxmjkwlcjmaxqioijpbnnpzguifswidg9gb3jtyxqioijqcgvnin19.jpeg,[]
Bodega en arriendo,"$ 12,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Nec Otium,1 Habs. 4 Baños455 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/3fc3322b-6ba6-4069-88cc-ba737b4b696c/photos/3fc3322b-6ba6-4069-88cc-ba737b4b696c_1_True_36c92ac2-f715-4e0c-926c-cd1232226af8.jpg,[]
Oficina en arriendo,"$ 23,817,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,MEGAGESTIÓN,1 Ambiente 758 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/56c730c7-8bf7-42e2-8913-294e715383f3/photos/56c730c7-8bf7-42e2-8913-294e715383f3_1_True_f579933c-d611-4421-817f-73d0c7b4faf6.jpeg,[]
Local en arriendo,"$ 3,200,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Alianza Inmobiliaria D.C,1 Ambiente 1 Baño24 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/74b26111-be6b-4d66-b91e-6677f7c52c8f/photos/74b26111-be6b-4d66-b91e-6677f7c52c8f_0_True_4f156e7f-5b12-4e73-b69d-686d335a245c.jpg,[]
Local en  Arriendo,"$ 35,592,900",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,169 m²,https://cdn2.infocasas.com.uy/repo/img/66e8a08100a3a_infocdn__65f9bd59-40d4-43d3-9136-51c2d15ac39f,[]
Oficina en arriendo,"$ 1,421,110",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 3 Baños40 m²,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2020/12/4/2762456_809_18.jpg,[]
Local en  Arriendo,"$ 20,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INMOBILIARIA PREMIUM,2 Baños270 m²,https://cdn2.infocasas.com.uy/repo/img/66dbc2f2c0f2f_infocdn__bbab1412-ff05-42e2-bd00-a36a8f05d212,[]
Local en  Arriendo,"$ 6,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,1 Baño83 m²,https://cdn2.infocasas.com.uy/repo/img/66e45277b7e4c_infocdn__392ac936-dd0e-492a-be8c-d7e6e8b5e857,[]
Oficina en  Arriendo,"$ 8,100,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,180 m²,https://cdn2.infocasas.com.uy/repo/img/66ed7d8e87e23_infocdn__5345caf6-2de0-4ca9-b1dc-43d899079795,[]
Oficina en  Arriendo,"$ 44,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INMOBILIARIA PREMIUM,634 m²,https://cdn2.infocasas.com.uy/repo/img/66dbc73bbce19_infocdn__1e5b176b-bed0-41c4-b895-e9847f150a29,[]
Oficina en arriendo,"$ 269,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 1 Baño10 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/e55253ab-6a9e-4121-8d24-513cb43e529d/photos/e55253ab-6a9e-4121-8d24-513cb43e529d_2_False_78c32065-c3d7-459c-ba11-c4ab8e199c6f.jpg,[]
Bodega en  Arriendo,"$ 36,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,17 Baños1100 m²,https://cdn2.infocasas.com.uy/repo/img/66ed89b815b7b_infocdn__8b57cb2e-e529-4108-aaa0-398249d2eb90,[]
Bodega en  Arriendo,"$ 10,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Nec Otium,2 Baños360 m²,https://cdn2.infocasas.com.uy/repo/img/66eaff6dcb976_infocdn__mg59szpefqrpbgdhri3hy40jzwgnjcw7gwjbsbktjpg.jpg,[]
Local en  Arriendo,"$ 27,465,700",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,910 m²,https://cdn2.infocasas.com.uy/repo/img/66d60e5693402_infocdn__72f54441-d9de-468c-9f8e-1751f6010ea1,[]
Oficina en  Arriendo,"$ 7,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,3 Baños280 m²,https://cdn2.infocasas.com.uy/repo/img/66f582256deb0_infocdn__7f023c27-3173-4bdd-b34d-15d54bfe8487,[]
Oficina en  Arriendo,"$ 1,600,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,BEMSA,2 Baños78 m²,https://cdn2.infocasas.com.uy/repo/img/66ec325f9be5f_infocdn__2158f558-52aa-4c0b-a628-6f22cc201bf0,[]
Oficina en  Arriendo,"$ 65,451,800",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,8 Baños872 m²,https://cdn2.infocasas.com.uy/repo/img/66e89fb97973b_infocdn__4b7620e3-8bb4-424d-9ebf-a62866450e2c,[]
Oficina en  Arriendo,"$ 12,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,MEGAGESTIÓN,2 Baños193 m²,https://cdn2.infocasas.com.uy/repo/img/66aaacee83470_infocdn__r0p8cny04ut0iwldamn04scfpokwvibjvys9rir9jpg,[]
Oficina en  Arriendo,"$ 11,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,BEMSA,3 Baños252 m²,https://cdn2.infocasas.com.uy/repo/img/66ec3289573c1_infocdn__798cdff8-332b-4256-b549-b1a4f69c17c7,[]
Local en  Arriendo,"$ 40,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,1 Baño322 m²,https://cdn2.infocasas.com.uy/repo/img/66e89e4be65f7_infocdn__103af016-2ca7-44a1-b0ee-05e3893b555b,[]
Oficina en arriendo,"$ 5,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,LUCILA OSORIO V,1 Ambiente 2 Baños166 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/d1e058e7-4909-45e4-ad7f-b26a13b5d637/photos/d1e058e7-4909-45e4-ad7f-b26a13b5d637_23_False_58bf859f-fc25-4cdf-996e-2105cbf8c564.jpg,[]
Oficina en  Arriendo,"$ 2,700,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,BRIKSS SAS,1 Ambiente 1 Baño61 m²,https://cdn2.infocasas.com.uy/repo/img/66f2b48113f2f_infocdn__4295-0-118204745jpg.jpg,[]
Bodega en arriendo,"$ 56,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Nec Otium,1 Habs. 2 Baños3000 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/4b2c5179-70bb-4468-afda-c69a48588e27/photos/4b2c5179-70bb-4468-afda-c69a48588e27_1_True_125f953c-f0cf-4f9a-b715-93817ff96588.jpg,[]
Local en arriendo,"$ 23,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,MEGAGESTIÓN,1 Ambiente 711 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/54242370-e53f-4ad3-b48d-96ee1a70cf28/photos/54242370-e53f-4ad3-b48d-96ee1a70cf28_1_True_cd6af6f3-1c9d-4a5f-a656-3794fe5b2474.jpeg,[]
Bodega en  Arriendo,"$ 32,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INMOBILIARIA PREMIUM,4 Baños1150 m²,https://cdn2.infocasas.com.uy/repo/img/6705a39b58e74_infocdn__16151c82-cc31-480d-9785-1bd38ef11749,[]
Local en  Arriendo,"$ 12,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,370 m²,https://cdn2.infocasas.com.uy/repo/img/66d610ba1ed45_infocdn__9a056128-bfdb-4b0b-8dc8-1a5f19432ec5,[]
Oficina en  Arriendo,"$ 38,005,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,4 Baños691 m²,https://cdn2.infocasas.com.uy/repo/img/66e8a3922bb4b_infocdn__230af6cd-96b4-4552-afee-b041528b8200,[]
Oficina en arriendo,"$ 2,400,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,MEGAGESTIÓN,1 Ambiente 40 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/e08868a8-8de8-46b2-a283-21c7f69bf4fc/photos/e08868a8-8de8-46b2-a283-21c7f69bf4fc_1_True_354f812e-5235-4d37-9513-3aafb8391b9c.jpg,[]
Oficina en  Arriendo,"$ 1,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,BEMSA,2 Baños68 m²,https://cdn2.infocasas.com.uy/repo/img/66ec2c40c3bc1_infocdn__49a0544e-daa9-4c8f-a1e2-54026d455f98,[]
Consultorio en  Arriendo,"$ 1,750,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,PADS,19.4 m²,https://cdn2.infocasas.com.uy/repo/img/66f185fb2e88a_infocdn__eyjidwnrzxqioijwywrzlwltywdlcyisimtlesi6ija4nzvmzjbmltdjzjytndyxmc1hytm4lwq0yzdmnzvmzmflys5qcgcilcjlzgl0cyi6eyjyzxnpemuionsid2lkdggiojeyotasimzpdci6imluc2lkzsj9lcj0b0zvcm1hdci6impwzwcifx0=.jpeg,[]
Oficina en  Arriendo,"$ 28,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,2 Baños400 m²,https://cdn2.infocasas.com.uy/repo/img/66d1e5939990a_infocdn__fb301da6-545c-4232-8fb1-40c5eeed9510,[]
Oficina en  Arriendo,"$ 7,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,1 Baño126 m²,https://cdn2.infocasas.com.uy/repo/img/66e89da4277c4_infocdn__925c878c-c7f6-4b05-b5fe-387c85f05ae6,[]
"Oficina en arriendo, Bogotá - Chapinero Central","$ 1,100,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliaria Profesional,1 Ambiente 1 Baño34 m²,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2022/4/28/72067720.jpg,[]
Oficina en arriendo,"$ 13,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INTERNATIONAL BROKERS COLOMBIA SAS,1 Ambiente 460 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/bf3e06ab-f1e3-40e0-b485-2e6936e7f342/photos/bf3e06ab-f1e3-40e0-b485-2e6936e7f342_1_True_905111fd-c187-47c6-b450-8915097a432c.png,[]
Oficina en  Arriendo,"$ 91,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,3 Baños1517 m²,https://cdn2.infocasas.com.uy/repo/img/66f18c0fac8ac_infocdn__dcf1eb6f-e0fb-41e0-b045-a338c5bc6ecb,[]
Oficina en  Arriendo,"$ 6,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,3 Baños165 m²,https://cdn2.infocasas.com.uy/repo/img/670536ae06769_infocdn__c3f054bd-d5a9-4fae-a4bd-ab1b3437b29a,[]
Oficina en  Arriendo,"$ 2,341,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,57 m²,https://cdn2.infocasas.com.uy/repo/img/6708376cca81d_infocdn__d0216eb2-2e5c-4cd5-842b-ce08c080606a,[]
Local en  Arriendo,"$ 6,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,2 Baños110 m²,https://cdn2.infocasas.com.uy/repo/img/670538c75f3f7_infocdn__9c445512-de4d-4454-aa0b-713dd1df439d,[]
